8582.662539400 -5931.738528300 -393.475029720
-14104.264432000 -12522.853328000 -683.452305490
-37926.437489000 6552.781440200 -541.862756930
13459.191206000 -40335.002417000 -140.678195530
22906.387319000 -31480.500431000 -619.131330540
29774.719742000 -12210.352370000 -250.645922730
5005.381294800 -33032.814641000 -288.125324230
23323.556500000 -5150.148310000 188.768982190
-45501.657151000 -21326.513303000 -452.504030930
-697.836434290 30961.802148000 -1151.310523600
-35102.643140000 -35206.731628000 -1087.644051900
-19179.265324000 -41354.414332000 -483.342163270
-32773.714403000 -7976.400074100 120.522353420
20506.309110000 17222.680594000 -857.185761890
18511.634690000 -17088.581158000 -313.865670520
-8743.334571800 4341.496141500 -139.291934700
-31541.170666000 14332.551776000 -824.049275070
-9641.501630400 -22225.764305000 -669.653518170
21446.098642000 -6107.176398500 70.501239867
-44756.493005000 -13991.147080000 -548.424474430
